,date,congressman
1769,2018,Mr. SCHUMER. 
1770,2018,Mr. SENSENBRENNER. 
1771,2018,Mr. SESSIONS. 
1772,2018,Mr. SHUSTER. 
1773,2018,Mr. THORNBERRY. 
1774,2018,Mr. THUNE. 
1775,2018,Mr. WARNER. 
1776,2018,Mr. WHITEHOUSE. 
1777,2018,Mr. WYDEN. 
1778,2018,Mrs. FEINSTEIN. 
1779,2018,Mrs. MURRAY. 
1780,2018,Ms. COLLINS. 
1781,2018,Ms. FOXX. 
1782,2018,Ms. KAPTUR. 
1783,2018,Ms. MURKOWSKI. 
1784,2018,Ms. NORTON. 
1785,2018,Ms. SLAUGHTER. 
1786,2018,Ms. STABENOW. 
1787,2019,Mr. ALEXANDER. 
1788,2019,Mr. BLUMENAUER. 
1789,2019,Mr. BROWN. 
1790,2019,Mr. BURGESS. 
1791,2019,Mr. CARDIN. 
1792,2019,Mr. CARPER. 
1793,2019,Mr. CASEY. 
1794,2019,Mr. COHEN. 
1795,2019,Mr. CORNYN. 
1796,2019,Mr. DAINES. 
1797,2019,Mr. DURBIN. 
1798,2019,Mr. ENZI. 
1799,2019,Mr. GARAMENDI. 
1800,2019,Mr. GOHMERT. 
1801,2019,Mr. GRAHAM. 
1802,2019,Mr. GRASSLEY. 
1803,2019,Mr. HOYER. 
1804,2019,Mr. INHOFE. 
1805,2019,Mr. KENNEDY. 
1806,2019,Mr. LEAHY. 
1807,2019,Mr. MCCONNELL. 
1808,2019,Mr. MCGOVERN. 
1809,2019,Mr. MENENDEZ. 
1810,2019,Mr. MERKLEY. 
1811,2019,Mr. PALLONE. 
1812,2019,Mr. PAUL. 
1813,2019,Mr. REED. 
1814,2019,Mr. SANDERS. 
1815,2019,Mr. SCHUMER. 
1816,2019,Mr. SENSENBRENNER. 
1817,2019,Mr. THORNBERRY. 
1818,2019,Mr. THUNE. 
1819,2019,Mr. WARNER. 
1820,2019,Mr. WHITEHOUSE. 
1821,2019,Mr. WYDEN. 
1822,2019,Mrs. FEINSTEIN. 
1823,2019,Mrs. MURRAY. 
1824,2019,Ms. COLLINS. 
1825,2019,Ms. KAPTUR. 
1826,2019,Ms. MURKOWSKI. 
1827,2019,Ms. NORTON. 
1828,2019,Ms. STABENOW. 
